COOPID, YEAR, MONTH, DAY, PRECIPITATION, MAX TEMP, MIN TEMP, MEAN TEMP
85612,2021,9,20,0.66000,91.00000,76.00000, 83.50000
85612,2021,9,21,0.01000,84.00000,74.00000, 79.00000
85612,2021,9,22,0.00001,89.00000,72.00000, 80.50000
85612,2021,9,23,0.00000,88.00000,74.00000, 81.00000
85612,2021,9,24,0.00000,88.00000,75.00000, 81.50000
85612,2021,9,25,0.00000,88.00000,74.00000, 81.00000
85612,2021,9,26,0.00000,86.00000,71.00000, 78.50000
85612,2021,9,27,0.00000,86.00000,67.00000, 76.50000
85612,2021,9,28,0.00000,86.00000,65.00000, 75.50000
85612,2021,9,29,0.03000,85.00000,67.00000, 76.00000
85612,2021,9,30,0.00000,86.00000,70.00000, 78.00000
85612,2021,10,1,0.02000,87.00000,76.00000, 81.50000
85612,2021,10,2,0.00000,86.00000,79.00000, 82.50000
85612,2021,10,3,0.00001,87.00000,73.00000, 80.00000
85612,2021,10,4,0.00001,87.00000,70.00000, 78.50000
85612,2021,10,5,0.00000,87.00000,69.00000, 78.00000
85612,2021,10,6,0.00000,88.00000,73.00000, 80.50000
85612,2021,10,7,0.00000,88.00000,73.00000, 80.50000
85612,2021,10,8,1.15000,91.00000,72.00000, 81.50000
85612,2021,10,9,0.00000,86.00000,71.00000, 78.50000
85612,2021,10,10,0.44000,86.00000,69.00000, 77.50000
85612,2021,10,11,0.00001,85.00000,70.00000, 77.50000
85612,2021,10,12,0.00001,86.00000,70.00000, 78.00000
85612,2021,10,13,0.26000,86.00000,72.00000, 79.00000
85612,2021,10,14,0.01000,86.00000,73.00000, 79.50000
85612,2021,10,15,0.00000,87.00000,72.00000, 79.50000
85612,2021,10,16,0.00000,87.00000,69.00000, 78.00000
85612,2021,10,17,0.00000,84.00000,70.00000, 77.00000
85612,2021,10,18,0.00000,81.00000,62.00000, 71.50000
85612,2021,10,19,0.00000,83.00000,74.00000, 78.50000
85612,2021,10,20,0.00000,84.00000,74.00000, 79.00000
85612,2021,10,21,0.00000,85.00000,74.00000, 79.50000
85612,2021,10,22,0.00000,84.00000,66.00000, 75.00000
85612,2021,10,23,0.00000,85.00000,70.00000, 77.50000
85612,2021,10,24,0.02000,86.00000,77.00000, 81.50000
85612,2021,10,25,0.55000,89.00000,74.00000, 81.50000
85612,2021,10,26,0.00000,88.00000,67.00000, 77.50000
85612,2021,10,27,0.00000,83.00000,60.00000, 71.50000
85612,2021,10,28,0.26000,85.00000,66.00000, 75.50000
85612,2021,10,29,0.00001,83.00000,68.00000, 75.50000
85612,2021,10,30,0.01000,76.00000,61.00000, 68.50000
85612,2021,10,31,0.00000,76.00000,58.00000, 67.00000
85612,2021,11,1,0.00000,77.00000,55.00000, 66.00000
85612,2021,11,2,0.00000,82.00000,63.00000, 72.50000
85612,2021,11,3,0.00000,82.00000,63.00000, 72.50000
85612,2021,11,4,0.00000,78.00000,63.00000, 70.50000
85612,2021,11,5,1.53000,75.00000,68.00000, 71.50000
85612,2021,11,6,0.01000,72.00000,52.00000, 62.00000
85612,2021,11,7,0.00000,69.00000,50.00000, 59.50000
85612,2021,11,8,0.00000,75.00000,54.00000, 64.50000
85612,2021,11,9,0.00000,79.00000,54.00000, 66.50000
85612,2021,11,10,0.62000,74.00000,59.00000, 66.50000
85612,2021,11,11,0.05000,81.00000,66.00000, 73.50000
85612,2021,11,12,0.00000,80.00000,66.00000, 73.00000
85612,2021,11,13,0.00001,83.00000,61.00000, 72.00000
85612,2021,11,14,0.00000,73.00000,52.00000, 62.50000
85612,2021,11,15,0.00000,71.00000,48.00000, 59.50000
85612,2021,11,16,0.00000,78.00000,49.00000, 63.50000
85612,2021,11,17,0.00000,80.00000,68.00000, 74.00000
85612,2021,11,18,0.01000,79.00000,70.00000, 74.50000
85612,2021,11,19,0.25000,80.00000,70.00000, 75.00000
85612,2021,11,20,0.01000,78.00000,71.00000, 74.50000
85612,2021,11,21,1.68000,80.00000,69.00000, 74.50000
85612,2021,11,22,0.00001,78.00000,63.00000, 70.50000
85612,2021,11,23,0.00000,68.00000,51.00000, 59.50000
85612,2021,11,24,0.00001,72.00000,50.00000, 61.00000
85612,2021,11,25,0.00000,76.00000,58.00000, 67.00000
85612,2021,11,26,0.00000,78.00000,55.00000, 66.50000
85612,2021,11,27,0.00000,70.00000,47.00000, 58.50000
85612,2021,11,28,0.00000,71.00000,48.00000, 59.50000
85612,2021,11,29,0.04000,71.00000,50.00000, 60.50000
85612,2021,11,30,0.00000,71.00000,46.00000, 58.50000
85612,2021,12,1,0.00000,76.00000,51.00000, 63.50000
85612,2021,12,2,0.00000,74.00000,51.00000, 62.50000
85612,2021,12,3,0.00000,75.00000,48.00000, 61.50000
85612,2021,12,4,0.00000,76.00000,48.00000, 62.00000
85612,2021,12,5,0.00000,78.00000,55.00000, 66.50000
85612,2021,12,6,0.00000,82.00000,59.00000, 70.50000
85612,2021,12,7,0.00000,80.00000,57.00000, 68.50000
85612,2021,12,8,0.00000,84.00000,58.00000, 71.00000
85612,2021,12,9,0.00000,80.00000,63.00000, 71.50000
85612,2021,12,10,0.00000,81.00000,61.00000, 71.00000
85612,2021,12,11,0.00000,81.00000,62.00000, 71.50000
85612,2021,12,12,0.00000,85.00000,62.00000, 73.50000
85612,2021,12,13,0.00000,81.00000,62.00000, 71.50000
85612,2021,12,14,0.44000,79.00000,69.00000, 74.00000
85612,2021,12,15,0.46000,79.00000,69.00000, 74.00000
85612,2021,12,16,0.62000,81.00000,70.00000, 75.50000
85612,2021,12,17,0.00000,80.00000,62.00000, 71.00000
85612,2021,12,18,0.00000,81.00000,64.00000, 72.50000
85612,2021,12,19,0.08000,86.00000,69.00000, 77.50000
85612,2021,12,20,1.60000,81.00000,68.00000, 74.50000
85612,2021,12,21,0.19000,75.00000,64.00000, 69.50000
85612,2021,12,22,0.00001,65.00000,49.00000, 57.00000
85612,2021,12,23,0.00000,71.00000,46.00000, 58.50000
85612,2021,12,24,0.00000,76.00000,54.00000, 65.00000
85612,2021,12,25,0.00000,80.00000,53.00000, 66.50000
85612,2021,12,26,0.00000,79.00000,55.00000, 67.00000
85612,2021,12,27,0.00000,77.00000,55.00000, 66.00000
85612,2021,12,28,0.00000,81.00000,57.00000, 69.00000
85612,2021,12,29,0.00000,82.00000,59.00000, 70.50000
85612,2021,12,30,0.00000,83.00000,61.00000, 72.00000
85612,2021,12,31,0.00000,83.00000,62.00000, 72.50000
85612,2022,1,1,0.00000,83.00000,63.00000, 73.00000
85612,2022,1,2,0.00000,83.00000,66.00000, 74.50000
85612,2022,1,3,0.02000,83.00000,67.00000, 75.00000
85612,2022,1,4,0.00000,70.00000,51.00000, 60.50000
85612,2022,1,5,0.00000,73.00000,52.00000, 62.50000
85612,2022,1,6,0.00000,76.00000,57.00000, 66.50000
85612,2022,1,7,0.00001,75.00000,56.00000, 65.50000
85612,2022,1,8,0.00000,74.00000,60.00000, 67.00000
85612,2022,1,9,0.00000,76.00000,66.00000, 71.00000
85612,2022,1,10,0.00000,78.00000,62.00000, 70.00000
85612,2022,1,11,0.22000,82.00000,56.00000, 69.00000
85612,2022,1,12,0.00001,70.00000,56.00000, 63.00000
85612,2022,1,13,0.00001,72.00000,59.00000, 65.50000
85612,2022,1,14,0.00000,74.00000,49.00000, 61.50000
85612,2022,1,15,0.00000,68.00000,41.00000, 54.50000
85612,2022,1,16,0.00001,72.00000,41.00000, 56.50000
85612,2022,1,17,0.37000,70.00000,51.00000, 60.50000
85612,2022,1,18,0.00000,64.00000,41.00000, 52.50000
85612,2022,1,19,0.00000,60.00000,41.00000, 50.50000
85612,2022,1,20,0.00000,73.00000,47.00000, 60.00000
85612,2022,1,21,0.00000,78.00000,51.00000, 64.50000
85612,2022,1,22,0.01000,76.00000,56.00000, 66.00000
85612,2022,1,23,0.00001,62.00000,46.00000, 54.00000
85612,2022,1,24,0.00000,59.00000,36.00000, 47.50000
85612,2022,1,25,0.00000,63.00000,37.00000, 50.00000
85612,2022,1,26,0.44000,59.00000,47.00000, 53.00000
85612,2022,1,27,0.37000,65.00000,59.00000, 62.00000
85612,2022,1,28,0.06000,73.00000,58.00000, 65.50000
85612,2022,1,29,0.01000,69.00000,42.00000, 55.50000
85612,2022,1,30,0.00000,52.00000,33.00000, 42.50000
85612,2022,1,31,0.00000,55.00000,33.00000, 44.00000
85612,2022,2,1,0.00000,64.00000,32.00000, 48.00000
85612,2022,2,2,0.00000,69.00000,42.00000, 55.50000
85612,2022,2,3,0.00000,76.00000,59.00000, 67.50000
85612,2022,2,4,0.00000,77.00000,61.00000, 69.00000
85612,2022,2,5,0.00001,82.00000,65.00000, 73.50000
85612,2022,2,6,0.02000,66.00000,56.00000, 61.00000
85612,2022,2,7,0.00000,71.00000,56.00000, 63.50000
85612,2022,2,8,0.00000,65.00000,54.00000, 59.50000
85612,2022,2,9,0.35000,63.00000,51.00000, 57.00000
85612,2022,2,10,0.03000,66.00000,44.00000, 55.00000
